,Province,City,Street,Neighbourhood,Price,Bed,Bath,Size,room
111,ON,Toronto,PH1308-565 Wilson Avenue,Clanton Park,1099000.0,2+1,3,2250-2499,6
112,ON,Toronto,1205-11 Charlotte Street,Waterfront Communities C1,599000.0,1,1,0-499,2
113,ON,Toronto,101-80 Charles Street E,Church-Yonge Corridor,650000.0,1,2,700-799,3
114,ON,Toronto,710-36 Blue Jays Way,Waterfront Communities C1,892000.0,1+1,2,900-999,4
115,ON,Toronto,412-2662 Bloor Street W,Kingsway South,1978000.0,2+1,3,1500-2000,6
116,ON,Toronto,205-5101 Dundas Street W,Islington-City Centre West,689900.0,2,2,900-999,4
117,ON,Toronto,712-21 Markbrook Lane,Mount Olive-Silverstone-Jamestown,599000.0,2+1,2,1000-1199,5
118,ON,Toronto,913-761 Bay Street,Bay Street Corridor,699000.0,1,1,600-699,2
119,ON,Toronto,328-380 Macpherson Avenue,Casa Loma,499000.0,1,1,600-699,2
120,ON,Toronto,1213-111 Bathurst Street,Waterfront Communities C1,569000.0,1,1,500-599,2
121,ON,Toronto,1517W-27 Bathurst Street,Waterfront Communities C1,579000.0,1,1,500-599,2
122,ON,Toronto,415-2550 Bathurst Street,Forest Hill North,469900.0,1,1,700-799,2
123,ON,Toronto,228-955 Queen Street W,Trinity-Bellwoods,599900.0,1,1,500-599,2
124,ON,Toronto,2503-65 Bremner Boulevard,Waterfront Communities C1,549900.0,–,1,0-499,1
125,ON,Toronto,13-150 Long Branch Avenue,Long Branch,1099900.0,2,3,1200-1399,5
126,ON,Toronto,526-80 Harrison Garden Boulevard,Willowdale East,888000.0,2+1,2,1000-1199,5
127,ON,Toronto,2215-15 Fort York Boulevard,Waterfront Communities C1,649000.0,1,1,0-499,2
128,ON,Toronto,503-12 Rean Drive,Bayview Village,795000.0,2,2,1000-1199,4
129,ON,Toronto,3207-15 Grenville Street,Bay Street Corridor,649000.0,1,1,0-499,2
130,ON,Toronto,422-35 Hayden Street,Church-Yonge Corridor,649000.0,1,1,600-699,2
131,ON,Toronto,2006-820 Burnhamthorpe Road,Markland Wood,645000.0,2+1,2,1200-1399,5
132,ON,Toronto,803-90 Trinity Street,Moss Park,595000.0,1,1,500-599,2
133,ON,Toronto,2507-85 Queens Wharf Road,Waterfront Communities C1,699000.0,1,1,600-699,2
134,ON,Toronto,2711-121 Mcmahon Drive,Bayview Village,599000.0,1+1,1,600-699,3
135,ON,Toronto,1003-68 Merton Street,Mount Pleasant West,1499000.0,2+1,3,1200-1399,6
136,ON,Toronto,2022-25 Greenview Avenue,Newtonbrook West,699999.0,1+1,1,600-699,3
137,ON,Toronto,517-10 Park Lawn Road,Mimico,550000.0,1,1,500-599,2
138,ON,Toronto,802-11 Thorncliffe Park Drive,Thorncliffe Park,469000.0,1+1,1,700-799,3
139,ON,Toronto,425-80 Front Street E,Church-Yonge Corridor,1175000.0,2,2,1400-1599,4
140,ON,Toronto,608-880 Grandview Way,Willowdale East,848000.0,2,2,900-999,4
141,ON,Toronto,608-880 Grandview Way,Willowdale East,848000.0,2,2,900-999,4
142,ON,Toronto,201-650 King Street W,Waterfront Communities C1,635000.0,1,1,0-499,2
143,ON,Toronto,802-1 Balmoral Avenue,Yonge-St. Clair,2895000.0,2+1,2,1500-2000,5
144,ON,Toronto,214-399 Adelaide Street W,Waterfront Communities C1,749000.0,1+1,1,700-799,3
145,ON,Toronto,1119-75 East Liberty Street,Niagara,779000.0,2,2,700-799,4
146,ON,Toronto,509-1 Four Winds Drive,York University Heights,599000.0,3,2,1200-1399,5
147,ON,Toronto,1608-1360 Yorkmills Road,Parkwoods-Donalda,529800.0,2,1,800-899,3
148,ON,Toronto,2711-5 Mariner Terrace,Waterfront Communities C1,699000.0,1+1,1,700-799,3
149,ON,Toronto,909-375 King Street W,Waterfront Communities C1,1175000.0,2,3,1000-1199,5
150,ON,Toronto,1002-2015 Sheppard Avenue E,Henry Farm,648000.0,1,1,500-599,2
151,ON,Toronto,729-10 Laidlaw Street S,South Parkdale,750000.0,2+1,2,1000-1199,5
152,ON,Toronto,802-39 Sherbourne Street,Waterfront Communities C8,549900.0,1,1,500-599,2
153,ON,Toronto,103-45 Dovercourt Road,Trinity-Bellwoods,1189000.0,2,2,1200-1399,4
154,ON,Toronto,502-10 Delisle Avenue,Yonge-St. Clair,1175000.0,2,2,1000-1199,4
155,ON,Toronto,1-42 Boston Avenue,South Riverdale,699900.0,1,1,600-699,2
156,ON,Toronto,PH80-1 Greystone Walk Drive,Kennedy Park,599900.0,2+1,2,1000-1199,5
157,ON,Toronto,708-576 Front Street W,Waterfront Communities C1,639000.0,1+1,1,500-599,3
158,ON,Toronto,703-1 Balmoral Avenue,Yonge-St. Clair,789000.0,1+1,1,700-799,3
159,ON,Toronto,6A-36 Hazelton Avenue,Annex,7495000.0,2,3,3000-3249,5
160,ON,Toronto,401-2464 Weston Road,Weston,410000.0,1,1,500-599,2
161,ON,Toronto,1104-5 Valhalla Inn Road,Islington-City Centre West,699000.0,2,2,800-899,4
162,ON,Toronto,634-600 Fleet Street,Niagara,489888.0,–,1,0-499,1
163,ON,Toronto,401-2639 Dundas Street W,Junction Area,1264800.0,2,2,900-999,4
164,ON,Toronto,1502-435 Richmond Street W,Kensington-Chinatown,489999.0,–,1,0-499,1
165,ON,Toronto,310-2 Clairtrell Road,Willowdale East,749000.0,2+1,2,900-999,5
166,ON,Toronto,428-111 St Clair Avenue W,Yonge-St. Clair,799000.0,1+1,1,600-699,3
167,ON,Toronto,46 Edgar Woods Road,Hillcrest Village,788888.0,3+1,3,1400-1599,7
168,ON,Toronto,321-55 Ann O'reilly Road,Henry Farm,599000.0,1+1,1,600-699,3
169,ON,Toronto,3907-9 Bogert Avenue,Lansing-Westgate,899000.0,2+1,2,900-999,5
170,ON,Toronto,1814-633 Bay Street,Bay Street Corridor,768800.0,2,2,1000-1199,4
171,ON,Toronto,1706-5508 Yonge Street,Willowdale West,599900.0,1,1,500-599,2
172,ON,Toronto,1821-633 Bay Street,Bay Street Corridor,599000.0,1+1,1,800-899,3
173,ON,Toronto,GPH5-100 Harrison Garden Boulevard,Willowdale East,849990.0,1+1,1,700-799,3
174,ON,Toronto,501-1990 Bloor Street W,High Park North,699900.0,1+1,1,600-699,3
175,ON,Toronto,408-2 Anndale Drive,Willowdale East,888000.0,2+1,2,900-999,5
176,ON,Toronto,406-5 St Joseph Street,Bay Street Corridor,499000.0,–,1,0-499,1
177,ON,Toronto,2502-5180 Yonge Street,Willowdale West,549000.0,1+1,1,500-599,3
178,ON,Toronto,301-1555 Finch Avenue E,Don Valley Village,699000.0,2+1,2,1000-1199,5
179,ON,Toronto,2208-2191 Yonge Street,Mount Pleasant West,1088000.0,2,2,1000-1199,4
180,ON,Toronto,802-3 Pemberton Avenue,Newtonbrook East,812000.0,2+1,2,900-999,5
181,ON,Toronto,2207-12 York Street,Waterfront Communities C1,888000.0,2+1,2,700-799,5
182,ON,Toronto,2206-35 Bales Avenue,Willowdale East,649000.0,2,1,800-899,3
183,ON,Toronto,307-29 Queens Quay E,Waterfront Communities C1,1525000.0,2+1,3,1200-1399,6
184,ON,Toronto,811-101 Peter Street,Waterfront Communities C1,658000.0,1,1,500-599,2
185,ON,Toronto,2203-61 Town Centre Court,Bendale,699900.0,2,2,900-999,4
186,ON,Toronto,4105-20 Shore Breeze Drive,Mimico,699900.0,1+1,1,500-599,3
187,ON,Toronto,109-1183 Dufferin Street,Dovercourt-Wallace Emerson-Junction,749900.0,1,1,800-899,2
188,ON,Toronto,804-59 East Liberty Street,Niagara,799900.0,1+1,2,800-899,4
189,ON,Toronto,710-20 Minowan Miikan Lane,Little Portugal,699900.0,2,2,700-799,4
190,ON,Toronto,1603-38 Iannuzzi Street,Niagara,519900.0,–,1,0-499,1
191,ON,Toronto,24-25 Gosford Boulevard,Black Creek,710000.0,3+1,2,1200-1399,6
192,ON,Toronto,LPH3-2 Clairtrell Road,Willowdale East,1099900.0,2+1,2,1200-1399,5
193,ON,Toronto,610-150 Alton Towers Circle,Milliken,868000.0,2,2,1000-1199,4
194,ON,Toronto,1804-15 Greenview Avenue,Newtonbrook West,799000.0,2,2,800-899,4
195,ON,Toronto,1611-30 Greenfield Avenue,Willowdale East,999000.0,2+1,3,1600-1799,6
196,ON,Toronto,2207-115 Mcmahon Drive,Bayview Village,499000.0,1,1,0-499,2
197,ON,Toronto,2506-120 Homewood Avenue,North St. James Town,499999.0,1,1,500-599,2
198,ON,Toronto,3506-290 Adelaide Street W,Waterfront Communities C1,699900.0,1,1,500-599,2
199,ON,Toronto,603-117 Mcmahon Drive,Bayview Village,699999.0,2,2,800-899,4
200,ON,Toronto,1502-80 Cumberland Street,Annex,1288000.0,2,3,1000-1199,5
201,ON,Toronto,1116-1 De Boers Drive,York University Heights,599900.0,1,1,600-699,2
202,ON,Toronto,717-35 Ormskirk Avenue,High Park-Swansea,897000.0,2+1,2,1000-1199,5
203,ON,Toronto,81-29 Fundy Bay Boulevard,Steeles,799000.0,3+1,4,1200-1399,8
204,ON,Toronto,105-330 Mccowan Road E,Eglinton East,649900.0,2+1,2,900-999,5
205,ON,Toronto,409-9 Four Winds Drive,York University Heights,599777.0,3,2,1200-1399,5
206,ON,Toronto,2701-633 Bay Street,Bay Street Corridor,829000.0,2,2,900-999,4
207,ON,Toronto,401-2460 Eglinton Avenue E,Eglinton East,599000.0,2+1,2,900-999,5
208,ON,Toronto,908-18 Harrison Garden Boulevard,Willowdale East,699000.0,2,2,700-799,4
209,ON,Toronto,607-15 Windermere Avenue,High Park-Swansea,585000.0,2,2,700-799,4
210,ON,Toronto,123-2 Old Mill Drive,High Park-Swansea,849999.0,1+1,2,800-899,4
211,ON,Toronto,1306-70 Distillery Lane,Waterfront Communities C8,999000.0,2,2,800-899,4
212,ON,Toronto,809-5460 Yonge Street,Willowdale West,829900.0,2+1,2,1200-1399,5
213,ON,Toronto,203-318 King Street E,Moss Park,949900.0,1+1,2,900-999,4
214,ON,Toronto,3807-120 Homewood Avenue,North St. James Town,799000.0,2,2,800-899,4
215,ON,Toronto,2004-50 Ordnance Street,Niagara,499000.0,1,1,500-599,2
216,ON,Toronto,3501-9 Bogert Avenue,Lansing-Westgate,688000.0,1+1,2,600-699,4
217,ON,Toronto,530-27 Rean Drive,Bayview Village,599000.0,1,1,500-599,2
218,ON,Toronto,303-284 Bloor Street W,Annex,639888.0,1+1,1,600-699,3
219,ON,Toronto,P.H.1-1055 Bay Street,Bay Street Corridor,499000.0,2+1,1,900-999,4
220,ON,Toronto,927-111 St. Clair Avenue W,Yonge-St. Clair,799900.0,1+1,2,900-999,4
221,ON,Toronto,910-38 Forest Manor Road,Henry Farm,866900.0,2,2,700-799,4
222,ON,Toronto,2105-50 Lynn Williams Street,Niagara,589900.0,1,1,500-599,2
223,ON,Toronto,2701-390 Cherry Street,Waterfront Communities C8,999900.0,2,2,900-999,4
224,ON,Toronto,608-125 Village Green Square,Agincourt South-Malvern West,649999.0,2,2,700-799,4
225,ON,Toronto,2203-61 Town Centre Court,Bendale,699900.0,2,2,900-999,4
226,ON,Toronto,2404-10 Eva Road,Etobicoke West Mall,977000.0,2,2,1000-1199,4
227,ON,Toronto,304-115 Denison Avenue,Kensington-Chinatown,1415000.0,3,2,1000-1199,5
228,ON,Toronto,410-115 Denison Avenue,Kensington-Chinatown,1050000.0,1+1,1,800-899,3
229,ON,Toronto,315-115 Denison Avenue,Kensington-Chinatown,1125000.0,2,2,800-899,4
230,ON,Toronto,1008-190 Borough Drive,Bendale,699900.0,2,2,1000-1199,4
231,ON,Toronto,1008-10 Eva Road,Etobicoke West Mall,997000.0,2,2,1000-1199,4
232,ON,Toronto,412-901 Queen Street W,Trinity-Bellwoods,799000.0,1+1,1,700-799,3
233,ON,Toronto,GPH22-259 The Kingsway,Edenbridge-Humber Valley,2990000.0,2,3,2000-2249,5
234,ON,Toronto,2110-17 Bathurst Street,Waterfront Communities C1,999000.0,2,1,700-799,3
235,ON,Toronto,909-60 Shuter Street,Church-Yonge Corridor,599000.0,1,1,500-599,2
236,ON,Toronto,615-17 Bathurst Street,Waterfront Communities C1,1230000.0,3,2,900-999,5
237,ON,Toronto,508-125 Village Green Square,Agincourt South-Malvern West,649000.0,2,2,700-799,4
238,ON,Toronto,822-4645 Jane Street,Black Creek,179900.0,1,1,700-799,2
239,ON,Toronto,2108-30 Roehampton Avenue,Mount Pleasant West,1190000.0,2,2,900-999,4
240,ON,Toronto,1902-101 Charles Street E,Church-Yonge Corridor,1069900.0,1+1,1,700-799,3
241,ON,Toronto,308-665 Kennedy Road,Kennedy Park,499999.0,3,2,1200-1399,5
242,ON,Toronto,202-225 Bamburgh Circle,Steeles,598000.0,2+1,2,1000-1199,5
243,ON,Toronto,901-420 Mill Road,Eringate-Centennial-West Deane,649900.0,3,2,1200-1399,5
244,ON,Toronto,406-18 Holmes Avenue,Willowdale East,549000.0,1,1,500-599,2
245,ON,Toronto,2005-275 Yorkland Road,Henry Farm,725900.0,1+1,1,600-699,3
246,ON,Toronto,904-410 Queens Quay W,Waterfront Communities C1,689000.0,1+1,1,700-799,3
247,ON,Toronto,612-8 Rean Drive,Bayview Village,799000.0,2+1,2,900-999,5
248,ON,Toronto,3006-15 Queens Quay E,Waterfront Communities C1,1590000.0,3,2,1200-1399,5
249,ON,Toronto,1506-1360 York Mills Road,Parkwoods-Donalda,500000.0,2,1,800-899,3
250,ON,Toronto,PH6-3050 Ellesmere Road,Morningside,569999.0,2+1,2,1200-1399,5
251,ON,Toronto,203-109 Wolseley Street,Trinity-Bellwoods,499900.0,1,1,600-699,2
252,ON,Toronto,34 King Henrys Boulevard,Tam O'Shanter-Sullivan,799900.0,4+1,4,1400-1599,9
253,ON,Toronto,912-25 Oxley Street,Waterfront Communities C1,558000.0,1,1,500-599,2
254,ON,Toronto,4-13 Eaton Park Lane,L'Amoreaux,788000.0,2,3,1000-1199,5
255,ON,Toronto,1807-87 Peter Street,Waterfront Communities C1,638888.0,1+1,1,500-599,3
256,ON,Toronto,2507-85 Queens Wharf Road,Waterfront Communities C1,699000.0,1,1,600-699,2
257,ON,Toronto,210-70 Annie Craig Drive,Mimico,598000.0,1,1,500-599,2
258,ON,Toronto,201-1717 Avenue Road,Lawrence Park North,1100000.0,1+1,2,1000-1199,4
259,ON,Toronto,2311-16 Bonnycastle Street,Waterfront Communities C8,738000.0,1,1,600-699,2
260,ON,Toronto,4808-8 Eglinton Avenue E,Mount Pleasant West,799000.0,2,2,600-699,4
261,ON,Toronto,1404-95 La Rose Avenue,Humber Heights,619900.0,2,2,1000-1199,4
262,ON,Toronto,1709-15 Greenview Avenue,Newtonbrook West,855000.0,1+1,1,600-699,3
263,ON,Toronto,434-437 Roncesvalles Avenue,Roncesvalles,750000.0,1+1,1,700-799,3
264,ON,Toronto,506-21 Hillcrest Avenue,Willowdale East,799000.0,2,2,900-999,4
265,ON,Toronto,1511-20 Blue Jays Way,Waterfront Communities C1,525000.0,1,1,500-599,2
266,ON,Toronto,417-15 Bruyeres Mews,Niagara,599900.0,1+1,1,600-699,3
267,ON,Toronto,807-225 Sumach Street,Regent Park,699900.0,1,1,600-699,2
268,ON,Toronto,1001-35 Finch Avenue E,Willowdale East,688888.0,2,2,800-899,4
269,ON,Toronto,2004-716 The West Mall,Eringate-Centennial-West Deane,645000.0,2+1,1,1200-1399,4
270,ON,Toronto,1002-20 Soudan Avenue,Mount Pleasant West,675000.0,1,1,0-499,2
271,ON,Toronto,89 Hedge End Road,Rouge E11,899000.0,3+1,2,1400-1599,6
272,ON,Toronto,201-36 Park Lawn Rd Road,Mimico,689000.0,1+1,1,700-799,3
273,ON,Toronto,501-88 Davenport Road,Annex,3495000.0,2+1,3,1500-2000,6
274,ON,Toronto,516-60 George Butchard Drive,Downsview-Roding-CFB,670000.0,1+1,1,600-699,3
275,ON,Toronto,303-50 Forest Manor Road,Henry Farm,648888.0,1+1,2,500-599,4
276,ON,Toronto,1108-1 Market Street,Waterfront Communities C8,949000.0,2+1,2,800-899,5
277,ON,Toronto,1211-2 Sonic Way,Flemingdon Park,628000.0,1+1,2,600-699,4
278,ON,Toronto,706-2550 Lawrence Avenue E,Dorset Park,579999.0,2,2,800-899,4
279,ON,Toronto,2902-25 Capreol Court,Waterfront Communities C1,599000.0,1,1,500-599,2
280,ON,Toronto,2209-1 Bloor Street E,Church-Yonge Corridor,1068000.0,1+1,2,700-799,4
281,ON,Toronto,901-62 Forest Manor Road,Henry Farm,699000.0,1+1,1,600-699,3
282,ON,Toronto,1710-219 Fort York Boulevard,Niagara,689000.0,1+1,1,600-699,3
283,ON,Toronto,5M-8 Rosebank Drive,Malvern,549000.0,1+1,1,600-699,3
284,ON,Toronto,706-100 Hayden Street,Church-Yonge Corridor,699900.0,2,2,700-799,4
285,ON,Toronto,1801-88 Davenport Road,Annex,3339000.0,2+1,2,1500-2000,5
286,ON,Toronto,56-1359 Neilson Road,Malvern,710000.0,2,2,700-799,4
287,ON,Toronto,409-2 Sonic Way,Flemingdon Park,499000.0,–,1,0-499,1
288,ON,Toronto,509-18 Valley Woods Road,Parkwoods-Donalda,549999.0,1+1,1,600-699,3
289,ON,Toronto,3301-15 Queens Quay E,Waterfront Communities C8,919000.0,1+1,2,700-799,4
290,ON,Toronto,3506-115 Mcmahon Drive,Bayview Village,589900.0,1,1,500-599,2
291,ON,Toronto,505-121 Trudelle Street,Eglinton East,599900.0,2,2,900-999,4
292,ON,Toronto,651-10 Capreol Court E,Waterfront Communities C1,558000.0,1+1,1,600-699,3
293,ON,Toronto,651-10 Capreol Court E,Waterfront Communities C1,558000.0,1+1,1,600-699,3
294,ON,Toronto,1010-3 Rowntree Road,Mount Olive-Silverstone-Jamestown,699000.0,2,2,1200-1399,4
295,ON,Toronto,1137-18 Mondeo Drive,Dorset Park,499000.0,1,1,600-699,2
296,ON,Toronto,2609-21 Iceboat Terrace,Waterfront Communities C1,699000.0,2,2,800-899,4
297,ON,Toronto,1705-120 Parliament Street,Moss Park,599000.0,1,1,0-499,2
298,ON,Toronto,SPH2309-10 Queens Quay W,Waterfront Communities C1,1699000.0,2+1,3,1500-2000,6
299,ON,Toronto,1808-21 Hillcrest Avenue,Willowdale East,598800.0,1,1,600-699,2
300,ON,Toronto,708-35 Rolling Mills Road,Waterfront Communities C8,949900.0,2+1,2,800-899,5
301,ON,Toronto,909-1250 Bridletowne Circle,L'Amoreaux,438000.0,3,2,1000-1199,5
302,ON,Toronto,135-515 Kingbird Grove Grove,Rouge E11,699999.0,2+1,2,1000-1199,5
303,ON,Toronto,722-50 George Butchart Drive,Downsview-Roding-CFB,730000.0,2,2,600-699,4
304,ON,Toronto,805-715 Don Mills Road,Flemingdon Park,439000.0,1+1,1,600-699,3
305,ON,Toronto,1051-10 Capreol Court,Waterfront Communities C1,559900.0,1+1,1,600-699,3
306,ON,Toronto,307-38 Forest Manor Drive,Henry Farm,950000.0,3,2,800-899,5
307,ON,Toronto,803-390 Cherry Street,Waterfront Communities C8,638000.0,1,1,500-599,2
308,ON,Toronto,318-2095 Lake Shore Boulevard W,Mimico,1795000.0,2,2,1400-1599,4
309,ON,Toronto,502-4 Spadina Avenue,Waterfront Communities C1,799888.0,2,2,700-799,4
310,ON,Toronto,201-45 Silverstone Drive,Mount Olive-Silverstone-Jamestown,669900.0,3,2,1400-1599,5
311,ON,Toronto,1206-21 Markbrook Lane,Mount Olive-Silverstone-Jamestown,549000.0,1+1,1,800-899,3
312,ON,Toronto,17-1949 Lawrence Avenue W,Weston,549900.0,2,1,900-999,3
313,ON,Toronto,1424-15 Northtown Way,Willowdale East,599000.0,1+1,2,700-799,4
314,ON,Toronto,1808-7 King Street E,Church-Yonge Corridor,759000.0,1+1,1,600-699,3
315,ON,Toronto,141-195 Alexmuir Boulevard,Agincourt North,899000.0,4+2,3,1400-1599,9
316,ON,Toronto,2-78 Castlebury Crescent,Bayview Woods-Steeles,799000.0,3,3,1200-1399,6
317,ON,Toronto,811-1 Massey Square,Crescent Town,469900.0,2,1,900-999,3
318,ON,Toronto,PH18-1030 King Street W,Niagara,629000.0,1,1,0-499,2
319,ON,Toronto,2713-5 Soudan Avenue,Mount Pleasant West,589000.0,1+1,1,0-499,3
320,ON,Toronto,1707-30 Gibbs Road,Islington-City Centre West,849000.0,3,2,800-899,5
321,ON,Toronto,702-38 Stewart Street,Waterfront Communities C1,1099000.0,2,2,1000-1199,4
322,ON,Toronto,616-7 Bishop Avenue,Newtonbrook East,799000.0,2+2,2,1200-1399,6
323,ON,Toronto,93-27 Hedge End Road,Rouge E11,899000.0,3,3,1200-1399,6
324,ON,Toronto,63 Treeland Way,Downsview-Roding-CFB,828000.0,3,3,1400-1599,6
325,ON,Toronto,5365 Dundas Street W,Islington-City Centre West,729000.0,1+1,1,600-699,3
326,ON,Toronto,406-511 The West Mall,Etobicoke West Mall,599000.0,3+1,2,1600-1799,6
327,ON,Toronto,811-1 Massey Square,Crescent Town,469900.0,2,1,900-999,3
328,ON,Toronto,1703-234 Albion Road,Elms-Old Rexdale,460000.0,3,2,1200-1399,5
329,ON,Toronto,814-223 St. Clair Avenue W,Casa Loma,599000.0,1,1,500-599,2
330,ON,Toronto,2202-9 Bogert Avenue,Lansing-Westgate,799990.0,2+1,2,900-999,5
331,ON,Toronto,PH17-160 Vanderhoof Avenue,Leaside,525000.0,1,1,600-699,2
332,ON,Toronto,TH 111-60 Homewood Avenue,Cabbagetown-South St. James Town,1099000.0,2,4,1200-1399,6
333,ON,Toronto,1701-27 Bathurst Street,Waterfront Communities C1,799900.0,2,2,700-799,4
334,ON,Toronto,1808-4978 Yonge Street,Lansing-Westgate,599000.0,1+1,1,600-699,3
335,ON,Toronto,1613-761 Bay Street,Bay Street Corridor,719000.0,1,1,600-699,2
336,ON,Toronto,911-65 Annie Craig Drive W,Mimico,714990.0,1+1,1,500-599,3
337,ON,Toronto,310-60 George Butchart Drive,Downsview-Roding-CFB,650000.0,1+1,2,600-699,4
338,ON,Toronto,1302-50 Ann O'reilly Road,Henry Farm,699000.0,2,1,600-699,3
339,ON,Toronto,5B-36 Hazelton Avenue,Annex,12500000.0,2,3,3750-3999,5
340,ON,Toronto,3806-101 Peter Street,Waterfront Communities C1,729000.0,2,1,600-699,3
341,ON,Toronto,TH10-1350 Kingston Road,Birchcliffe-Cliffside,1049900.0,2+1,3,1400-1599,6
342,ON,Toronto,1910-7 Concorde Place,Banbury-Don Mills,508000.0,1,1,600-699,2
343,ON,Toronto,PH10-68 Canterbury Place,Willowdale West,599999.0,1+1,2,600-699,4
344,ON,Toronto,301-458 Richmond Street W,Waterfront Communities C1,633900.0,1,1,500-599,2
345,ON,Toronto,701-28 Wellesley Street,Church-Yonge Corridor,499900.0,–,1,0-499,1
346,ON,Toronto,305-23 Sheppard Avenue E,Newtonbrook East,499000.0,1,1,500-599,2
347,ON,Toronto,2401-16 Bonnycastle Street,Waterfront Communities C8,2500.0,1,1,501-1000,2
348,ON,Toronto,79-391 Beechgrove Drive,West Hill,599000.0,3,3,1000-1199,6
349,ON,Toronto,3701-403 Church Street,Church-Yonge Corridor,699900.0,1+1,1,500-599,3
350,ON,Toronto,902-152 St Patrick Street,Kensington-Chinatown,899900.0,2+1,2,1400-1599,5
351,ON,Toronto,#505-120 Harrison Garden Boulevard,Willowdale East,598800.0,1+1,1,600-699,3
352,ON,Toronto,206-225 Village Green Square,Agincourt South-Malvern West,499999.0,1+1,2,600-699,4
353,ON,Toronto,2070-100 Mornelle Court,Morningside,639000.0,2+1,2,1200-1399,5
354,ON,Toronto,810-55 Ontario Street,Moss Park,789900.0,1+1,1,600-699,3
355,ON,Toronto,603-33 Empress Avenue,Willowdale East,799900.0,2,2,1000-1199,4
356,ON,Toronto,806-38 Iannuzzi Street,Waterfront Communities C1,789900.0,2,2,900-999,4
357,ON,Toronto,1112-40 Panoroma Court,Mount Olive-Silverstone-Jamestown,599000.0,3,2,1000-1199,5
358,ON,Toronto,1411-20 Joe Shuster Way,Niagara,599990.0,2,1,600-699,3
359,ON,Toronto,UPH1-609 Avenue Road,Yonge-St. Clair,2549000.0,3,3,1400-1599,6
360,ON,Toronto,2509-2000 Islington Avenue,Kingsview Village-The Westway,948000.0,3,2,1500-2000,5
361,ON,Toronto,202-45 Charles Street E,Church-Yonge Corridor,1299900.0,3,2,1200-1399,5
362,ON,Toronto,1007-2 Glamorgan Avenue,Dorset Park,715000.0,3,2,1200-1399,5
363,ON,Toronto,210-11753 Sheppard Avenue E,Rouge E11,569000.0,2+1,2,1200-1399,5
364,ON,Toronto,#7-6 Mason Road,Scarborough Village,799000.0,4+1,4,2000-2249,9
365,ON,Toronto,115-18 Concorde Place,Banbury-Don Mills,525000.0,1+1,2,900-999,4
366,ON,Toronto,402-100 Antibes Drive,Westminster-Branson,599000.0,3,2,1200-1399,5
367,ON,Toronto,5 Stark Apple Way,Parkwoods-Donalda,699800.0,3,2,1200-1399,5
368,ON,Toronto,1708-17 Zorra Street,Islington-City Centre West,728800.0,1+1,2,600-699,4
369,ON,Toronto,302-1275 Markham Road,Woburn,549900.0,3,2,1200-1399,5
370,ON,Toronto,2104-49 East Liberty Street S,Waterfront Communities C1,699000.0,1+1,1,600-699,3
371,ON,Toronto,1903-35 Finch Avenue E,Willowdale East,649000.0,1+1,1,700-799,3
372,ON,Toronto,310-10 Willison Square,Kensington-Chinatown,780000.0,3,2,800-899,5
373,ON,Toronto,710-10 Willison Square,Kensington-Chinatown,780000.0,3,2,800-899,5
374,ON,Toronto,308-300 Coxwell Avenue,Greenwood-Coxwell,449000.0,1,1,500-599,2
375,ON,Toronto,1001-10 Willison Square,Kensington-Chinatown,870000.0,3,2,900-999,5
376,ON,Toronto,3401-208 Queens Quay W,Waterfront Communities C1,469000.0,–,1,0-499,1
377,ON,Toronto,705-15 Vicora Linkway Lane,Flemingdon Park,649999.0,3,2,1000-1199,5
378,ON,Toronto,TH-3-850 Richmond Street W,Trinity-Bellwoods,1888888.0,3,2,1600-1799,5
379,ON,Toronto,1610-26 Olive Avenue,Willowdale East,599000.0,2,1,700-799,3
380,ON,Toronto,3505-21 Widmer Street,Waterfront Communities C1,649000.0,1,1,600-699,2
381,ON,Toronto,710-5 Soudan Avenue,Mount Pleasant West,829900.0,2,2,700-799,4
382,ON,Toronto,712-360 Ridelle Avenue,Briar Hill-Belgravia,499000.0,1,1,700-799,2
383,ON,Toronto,1404-251 Jarvis Street,Church-Yonge Corridor,518800.0,–,1,0-499,1
384,ON,Toronto,201-11753 Sheppard Avenue E,Rouge E11,569500.0,2+1,2,1200-1399,5
385,ON,Toronto,1711-155 Yorkville Avenue W,Annex,649000.0,1,1,0-499,2
386,ON,Toronto,1001-50 Power Street,Moss Park,965990.0,2+1,2,800-899,5
387,ON,Toronto,15-37 Drewry Avenue,Newtonbrook West,777000.0,2,2,900-999,4
388,ON,Toronto,502-11 Neilson Drive,Markland Wood,599000.0,3,2,1000-1199,5
389,ON,Toronto,4704-70 Annie Craig Drive,Mimico,2489000.0,2+1,3,1400-1599,6
390,ON,Toronto,#2810-832 Bay Street,Bay Street Corridor,1498800.0,3+1,2,1200-1399,6
391,ON,Toronto,715-1005 King Street W,Niagara,439990.0,–,1,0-499,1
392,ON,Toronto,416-1 Rowntree Road,Mount Olive-Silverstone-Jamestown,589900.0,2,2,1200-1399,4
393,ON,Toronto,408-200 Sackville Street,Regent Park,725000.0,1+1,2,600-699,4
394,ON,Toronto,201-355 Bedford Park Avenue,Bedford Park-Nortown,2195000.0,2,3,1400-1599,5
395,ON,Toronto,S602-455 Front Street E,Waterfront Communities C8,600000.0,1,1,500-599,2
396,ON,Toronto,603-355 Bedford Park Avenue,Bedford Park-Nortown,3490000.0,2+2,3,2000-2249,7
