,Province,City,Street,Neighbourhood,Price,Bed,Bath,Size,room
583,ON,Toronto,554 Westmount Avenue,Oakwood-Vaughan,1889000.0,3+2,3,1500-2000,8
584,ON,Toronto,140 Rusholme Road,Dufferin Grove,2199000.0,4+2,4,,10
585,ON,Toronto,3 Rhodes Avenue,Greenwood-Coxwell,2880000.0,Residential6400 sqft,Nan,0-0,0
586,ON,Toronto,98 Preston Street,Birchcliffe-Cliffside,1599900.0,4+1,4,2500-3000,9
587,ON,Toronto,213 Major Street,University,2998000.0,7,3,,10
588,ON,Toronto,216 Clonmore Drive,Birchcliffe-Cliffside,1125000.0,2+1,2,,5
589,ON,Toronto,36 Burncrest Drive,Bedford Park-Nortown,2100000.0,2+2,2,,6
590,ON,Toronto,1967 Dundas Street,Woodbine Corridor,3600.0,3,3,0-500,6
591,ON,Toronto,14 Franklin Avenue,Lansing-Westgate,1399000.0,2+1,2,,5
592,ON,Toronto,4 Donino Court,Bridle Path-Sunnybrook-York Mills,6800000.0,5+1,7,,13
593,ON,Toronto,32 Brookfield Road,Bridle Path-Sunnybrook-York Mills,5590000.0,4,5,5000+,9
594,ON,Toronto,289 Burnett Avenue,Lansing-Westgate,1998000.0,3+1,3,1000-1500,7
595,ON,Toronto,184 Hendon Avenue,Newtonbrook West,1688000.0,3+1,2,,6
596,ON,Toronto,374 Joicey Boulevard,Bedford Park-Nortown,1780000.0,2,2,1500-2000,4
597,ON,Toronto,183 Yorkview Drive,Willowdale West,1688000.0,3+4,3,,10
598,ON,Toronto,31 Northdale Road,St. Andrew-Windfields,3699000.0,3,3,2000-2500,6
599,ON,Toronto,11 Tottenham Road,Banbury-Don Mills,4188800.0,4+2,5,3500-5000,11
600,ON,Toronto,31 Queensgrove Road,Birchcliffe-Cliffside,2128000.0,2+2,2,,6
601,ON,Toronto,66 Dorval Road,High Park North,1898000.0,3+1,3,,7
602,ON,Toronto,118 Claremont Street,Trinity-Bellwoods,7750000.0,6,6,5000+,12
603,ON,Toronto,89 Thirteenth Street,New Toronto,1485000.0,2,1,,3
604,ON,Toronto,313 Sheppard Avenue E,Willowdale East,3848800.0,3+2,3,1500-2000,8
605,ON,Toronto,105 Lexington Avenue,West Humber-Clairville,1299979.0,4+2,3,,9
606,ON,Toronto,3353 Danforth Avenue,Oakridge,2590000.0,Service Related5000 sqft,Nan,0-0,0
607,ON,Toronto,69 South Kingsway,High Park-Swansea,6680000.0,4+3,8,5000+,15
608,ON,Toronto,114 Cluny Drive,Rosedale-Moore Park,5495000.0,5,4,3500-5000,9
609,ON,Toronto,103 River Street,Regent Park,2350000.0,Investment2701 sqft,Nan,0-0,0
610,ON,Toronto,60 Russett Avenue,Dovercourt-Wallace Emerson-Junction,1880000.0,4+1,3,1500-2000,8
611,ON,Toronto,12 Pretoria Avenue,Playter Estates-Danforth,2399000.0,3,4,,7
612,ON,Toronto,52 Alamosa Drive,Bayview Village,2598000.0,3+2,3,,8
613,ON,Toronto,89 Lynvalley Crescent,Wexford-Maryvale,1799000.0,3+1,4,0-0,8
614,ON,Toronto,122 Lawrence Avenue E,Lawrence Park North,2650000.0,3+1,3,,7
615,ON,Toronto,2 Plumbstead Court,Princess-Rosethorn,2995000.0,2+1,3,1500-2000,6
616,ON,Toronto,215 Harlandale Avenue,Willowdale West,3190000.0,4+2,5,3000-3500,11
617,ON,Toronto,3 Oakley Place,St. Andrew-Windfields,6480000.0,4+2,6,3500-5000,12
618,ON,Toronto,11 Donna Court,Newtonbrook East,2088000.0,4+1,3,,8
619,ON,Toronto,19 Viamede Crescent,Bayview Village,7200000.0,4+1,7,,12
620,ON,Toronto,63 Gerald Street,St. Andrew-Windfields,4888000.0,4+1,8,5000+,13
621,ON,Toronto,325 Wilfred Avenue,Willowdale East,2888000.0,4+1,5,3000-3500,10
622,ON,Toronto,260 Glenholme Avenue,Oakwood-Vaughan,1388000.0,7+2,4,1500-2000,13
623,ON,Toronto,212 Broadway Avenue,Mount Pleasant East,1798000.0,3+1,2,,6
624,ON,Toronto,1069 College Street,Little Portugal,1888000.0,3+1,5,,9
625,ON,Toronto,77 Norton Avenue,Willowdale East,2699000.0,3,3,0-0,6
626,ON,Toronto,103 Buckingham Avenue,Bridle Path-Sunnybrook-York Mills,5495000.0,3+1,5,3000-3500,9
627,ON,Toronto,46 Atlas Avenue,Oakwood-Vaughan,1749000.0,4+1,4,,9
628,ON,Toronto,365 Greenfield Avenue,Willowdale East,2488000.0,6+2,5,3500-5000,13
629,ON,Toronto,127 Overland Drive,Banbury-Don Mills,3688800.0,4+1,5,3000-3500,10
630,ON,Toronto,15 D'arcy Street,Kensington-Chinatown,2949000.0,8+3,4,3000-3500,15
631,ON,Toronto,103 Zaph Avenue,Highland Creek,1999990.0,4+2,5,3500-5000,11
632,ON,Toronto,40 Leadale Avenue,Leaside,2880000.0,4,5,,9
633,ON,Toronto,42 Kingland Crescent,Don Valley Village,2888000.0,6+4,7,,17
634,ON,Toronto,41 Cornerbrook Drive,Parkwoods-Donalda,1800000.0,2+1,4,0-0,7
635,ON,Toronto,46 Teddington Park Avenue,Lawrence Park North,14980000.0,5+2,9,5000+,16
636,ON,Toronto,174 Redgrave Drive,Willowridge-Martingrove-Richview,1500000.0,4,3,2000-2500,7
637,ON,Toronto,189 Glenview Avenue,Lawrence Park South,3798000.0,4+1,5,0-0,10
638,ON,Toronto,221 Willowdale Avenue,Willowdale East,3688000.0,4+3,6,3500-5000,13
639,ON,Toronto,130 Eaton Avenue,Danforth Village-East York,2699000.0,3+1,5,2000-2500,9
640,ON,Toronto,215 Forest Hill Road,Forest Hill South,8478000.0,3+2,5,3000-3500,10
641,ON,Toronto,306 Dawlish Avenue,Bridle Path-Sunnybrook-York Mills,3990000.0,3,2,,5
642,ON,Toronto,280 Princess Avenue,Willowdale East,4298000.0,4+1,7,3500-5000,12
643,ON,Toronto,18 Palomino Crescent,Bayview Village,4988000.0,4+1,7,3500-5000,12
644,ON,Toronto,43 Rowallan Drive,West Hill,899999.0,2+2,3,,7
645,ON,Toronto,7 Irvington Crescent,Willowdale East,1600000.0,3,2,0-0,5
646,ON,Toronto,72 Rowanwood Avenue,Rosedale-Moore Park,7395000.0,4+1,5,,10
647,ON,Toronto,477 Jane Street,Runnymede-Bloor West Village,1350000.0,3+1,2,,6
648,ON,Toronto,128 Sherwood Avenue,Mount Pleasant West,4349000.0,3,4,3000-3500,7
649,ON,Toronto,27 Lynwood Avenue,Casa Loma,5850000.0,5,5,5000+,10
650,ON,Toronto,6355 Kingston Road,Highland Creek,1768000.0,4+1,3,,8
651,ON,Toronto,50 Lynnhaven Road,Englemount-Lawrence,2590000.0,4+3,7,,14
652,ON,Toronto,146 Madison Avenue,Annex,4000000.0,6+1,5,3000-3500,12
653,ON,Toronto,3952 Bloor Street W,Islington-City Centre West,1779000.0,3+2,2,1000-1500,7
654,ON,Toronto,3952 Bloor Street W,Islington-City Centre West,1779000.0,3+2,2,1000-1500,7
655,ON,Toronto,69 North Edgely Avenue,Clairlea-Birchmount,1599000.0,4+1,4,2000-2500,9
656,ON,Toronto,276 Lanor Avenue,Alderwood,2088000.0,3+1,2,,6
657,ON,Toronto,112 Harding Boulevard,Birchcliffe-Cliffside,1449000.0,3+2,4,,9
658,ON,Toronto,7 Abbeywood Trail,Banbury-Don Mills,3290000.0,4+1,4,,9
659,ON,Toronto,94 Douglas Crescent,Leaside,3499900.0,3+1,4,3000-3500,8
660,ON,Toronto,211 Glencairn Avenue,Lawrence Park South,11500000.0,5+1,8,5000+,14
661,ON,Toronto,1 Waring Court,Willowdale East,4399000.0,4+1,7,3500-5000,12
662,ON,Toronto,663 Eglinton Avenue E,Leaside,2299000.0,3+1,2,,6
663,ON,Toronto,205 Prince Edward Drive S,Stonegate-Queensway,2188000.0,3,2,,5
664,ON,Toronto,772 O'connor Drive,O'Connor-Parkview,1699000.0,4+1,4,2000-2500,9
665,ON,Toronto,150 Viewmount Avenue,Englemount-Lawrence,2395000.0,4+2,3,,9
666,ON,Toronto,57 Anndale Drive,Willowdale East,2350000.0,3+1,3,,7
667,ON,Toronto,12 Pembury Avenue W,Bridle Path-Sunnybrook-York Mills,4950000.0,4+1,7,3500-5000,12
668,ON,Toronto,201 Burnhamthorpe Road,Islington-City Centre West,3795000.0,5+1,6,,12
669,ON,Toronto,14 Norby Crescent,Willowridge-Martingrove-Richview,2249000.0,3+3,3,,9
670,ON,Toronto,4073 Ellesmere Road,Highland Creek,1500000.0,3+2,2,,7
671,ON,Toronto,378 Fairlawn Avenue,Bedford Park-Nortown,10888000.0,Store W/apt/office7600 sqft,Nan,0-0,0
672,ON,Toronto,191 Parkview Avenue,Willowdale East,3899000.0,4+2,5,3500-5000,11
673,ON,Toronto,9 Post Road,Bridle Path-Sunnybrook-York Mills,7995000.0,7+1,10,,18
674,ON,Toronto,23 Haig Avenue,Birchcliffe-Cliffside,2299000.0,4+1,5,,10
675,ON,Toronto,1163 Broadview Avenue,Broadview North,1518888.0,3+1,2,,6
676,ON,Toronto,456 Roehampton Avenue,Mount Pleasant East,2180000.0,3+1,3,,7
677,ON,Toronto,174 Holmes Avenue,Willowdale East,3980000.0,4+1,7,3500-5000,12
678,ON,Toronto,7 Maureen Drive,Bayview Village,2780000.0,3+1,3,,7
679,ON,Toronto,9 Barrydale Crescent,Banbury-Don Mills,3399000.0,5,4,,9
680,ON,Toronto,65 Glenshaw Crescent,O'Connor-Parkview,2849000.0,4,5,2500-3000,9
681,ON,Toronto,342 Moore Park Avenue,Newtonbrook West,1799000.0,3+3,2,,8
682,ON,Toronto,10 Berkindale Drive,St. Andrew-Windfields,9500000.0,5+2,10,5000+,17
683,ON,Toronto,91 Glencrest Boulevard,O'Connor-Parkview,1649900.0,4+2,4,,10
684,ON,Toronto,46 Winlock Park,Newtonbrook East,2690000.0,4+2,4,3000-3500,10
685,ON,Toronto,20 Daniel Cozens Court,Newtonbrook West,3599000.0,5+1,7,3500-5000,13
686,ON,Toronto,216 Yonge Boulevard,Bedford Park-Nortown,4399000.0,4+1,7,3500-5000,12
687,ON,Toronto,78 Chudleigh Avenue,Lawrence Park South,3195000.0,4+1,4,0-0,9
688,ON,Toronto,39 Bayview Ridge,Bridle Path-Sunnybrook-York Mills,11900000.0,4+1,7,,12
689,ON,Toronto,64 Lockerbie Avenue,Humberlea-Pelmo Park W4,1388000.0,3,1,,4
690,ON,Toronto,78 Arjay Crescent,Bridle Path-Sunnybrook-York Mills,7495000.0,4,5,,9
691,ON,Toronto,597 Mcroberts Avenue,Caledonia-Fairbank,1999900.0,4,5,0-0,9
692,ON,Toronto,595 Mcroberts Avenue,Caledonia-Fairbank,1999900.0,4,5,0-0,9
693,ON,Toronto,2 Carnwath Crescent,St. Andrew-Windfields,6490000.0,5+1,9,0-0,15
694,ON,Toronto,8 Crete Court,Bridle Path-Sunnybrook-York Mills,7880000.0,4+2,5,5000+,11
695,ON,Toronto,67 Pembroke Street,Moss Park,2995000.0,6+1,4,3500-5000,11
696,ON,Toronto,18 Arran Crescent,Newtonbrook East,1998800.0,4+2,4,,10
697,ON,Toronto,2220 Warden Avenue,Tam O'Shanter-Sullivan,8800000.0,3,2,,5
698,ON,Toronto,77 Fairholme Avenue,Englemount-Lawrence,3049000.0,5+2,7,,14
699,ON,Toronto,61 Balmoral Avenue,Yonge-St. Clair,4495000.0,4,5,0-0,9
700,ON,Toronto,104 Argyle Street,Trinity-Bellwoods,6600000.0,4+1,7,5000+,12
701,ON,Toronto,157 Beechwood Avenue,St. Andrew-Windfields,6288000.0,4+2,7,,13
702,ON,Toronto,15 Castle Frank Crescent,Rosedale-Moore Park,5956000.0,4+1,5,3500-5000,10
703,ON,Toronto,5 Alamosa Drive,Bayview Village,2698000.0,3+3,4,,10
704,ON,Toronto,41 Wineva Avenue,The Beaches,3600000.0,8+1,4,,13
705,ON,Toronto,15 Purling Place,Banbury-Don Mills,11900000.0,5+1,9,0-0,15
706,ON,Toronto,9 Dora Avenue,Dufferin Grove,1275000.0,3+1,4,,8
707,ON,Toronto,260 Concord Avenue,Dufferin Grove,2395000.0,5+1,4,2500-3000,10
708,ON,Toronto,37 Alvin Avenue,Rosedale-Moore Park,3995000.0,2,4,2500-3000,6
709,ON,Toronto,4284 Lawrence Avenue E,West Hill,2100000.0,3+2,2,,7
710,ON,Toronto,23 Shouldice Court,St. Andrew-Windfields,2680000.0,4+1,3,,8
711,ON,Toronto,393 Maple Leaf Drive,Maple Leaf,2999000.0,4,3,3500-5000,7
712,ON,Toronto,261 Finch Avenue E,Willowdale East,1888000.0,3+2,3,,8
713,ON,Toronto,22 Lytton Boulevard,Lawrence Park South,3700000.0,5,4,,9
714,ON,Toronto,23 Woodfield Road,Greenwood-Coxwell,2395000.0,3+1,4,2000-2500,8
715,ON,Toronto,11 Riverside Crescent,High Park-Swansea,6495000.0,4+1,5,3000-3500,10
716,ON,Toronto,298 Aylesworth Avenue,Birchcliffe-Cliffside,1538000.0,3,4,0-0,7
717,ON,Toronto,6 Leafield Drive S,L'Amoreaux,2680000.0,3+1,3,1500-2000,7
718,ON,Toronto,42 Greenbrook Drive,Beechborough-Greenbrook,3198000.0,4+2,6,,12
719,ON,Toronto,108 Wimbleton Road,Edenbridge-Humber Valley,3198000.0,4,4,2500-3000,8
720,ON,Toronto,11 Purling Place,Banbury-Don Mills,9880000.0,5+1,9,5000+,15
721,ON,Toronto,73 Hocken Avenue,Wychwood,1738000.0,2+1,1,0-0,4
722,ON,Toronto,604 Oakwood Avenue,Oakwood-Vaughan,1230000.0,Store W/apt/office1068 sqft,Nan,0-0,0
723,ON,Toronto,11 Lamport Avenue,Rosedale-Moore Park,5900000.0,5,4,3000-3500,9
724,ON,Toronto,40 Rykert Crescent,Leaside,4289000.0,5,4,,9
725,ON,Toronto,12 Roycrest Avenue,Lansing-Westgate,2195000.0,3+1,3,,7
726,ON,Toronto,101 Government Road,Kingsway South,3650000.0,4+1,5,3000-3500,10
727,ON,Toronto,117 Balsam Avenue,The Beaches,3849000.0,4+1,4,,9
728,ON,Toronto,43 Wanless Crescent,Lawrence Park South,3600000.0,4+1,6,3500-5000,11
729,ON,Toronto,264 Milan Street,Moss Park,2200000.0,2+1,5,,8
730,ON,Toronto,39 The Bridle Path,Bridle Path-Sunnybrook-York Mills,9495000.0,4+1,6,,11
731,ON,Toronto,50 Cobbler Crescent,Black Creek,1288000.0,4,2,,6
732,ON,Toronto,35 York Road,St. Andrew-Windfields,5380000.0,4+1,6,,11
733,ON,Toronto,103 Craighurst Avenue,Lawrence Park South,3380000.0,4+1,6,2000-2500,11
734,ON,Toronto,16 Kenrae Road,East York,2799000.0,2,1,700-1100,3
735,ON,Toronto,100 Cresthaven Drive,Hillcrest Village,1959000.0,3+2,3,,8
736,ON,Toronto,41 Heathfield Drive,Scarborough Village,2350000.0,5,4,,9
737,ON,Toronto,174 Betty Ann Drive,Willowdale West,2049000.0,3+1,2,1500-2000,6
738,ON,Toronto,2438 Bayview Avenue,Bridle Path-Sunnybrook-York Mills,6000000.0,5+1,6,5000+,12
739,ON,Toronto,10 Oscar Court,Bayview Village,2700000.0,3+2,2,,7
740,ON,Toronto,216 Glencairn Avenue,Lawrence Park South,4800000.0,4+1,3,2500-3000,8
741,ON,Toronto,81 Maxome Avenue,Newtonbrook East,1898000.0,3,2,,5
742,ON,Toronto,25 Dempsey Crescent,St. Andrew-Windfields,7850000.0,5+1,9,,15
743,ON,Toronto,16 Ruden Crescent,Parkwoods-Donalda,3399000.0,4,4,,8
744,ON,Toronto,50 Bickerton Crescent,Pleasant View,2388888.0,4+3,4,,11
745,ON,Toronto,8 Yorkleigh Avenue,Humber Heights,3155000.0,3+1,3,,7
746,ON,Toronto,124 Kendal Avenue,Annex,4200000.0,6+3,6,,15
747,ON,Toronto,29 Thelma Avenue,Forest Hill South,1999999.0,3+1,2,,6
748,ON,Toronto,426 Soudan Avenue,Mount Pleasant East,2900000.0,4+2,5,2500-3000,11
749,ON,Toronto,140 Hillmount Avenue,Englemount-Lawrence,1948000.0,3+1,1,,5
750,ON,Toronto,201 Christie Street,Annex,1799900.0,4+1,3,,8
751,ON,Toronto,49 Grantbrook Street,Newtonbrook West,1599000.0,3,3,,6
752,ON,Toronto,87 Shier Drive,Woburn,900000.0,3+2,2,700-1100,7
753,ON,Toronto,185 Fenn Avenue,St. Andrew-Windfields,5650000.0,4+1,7,0-0,12
754,ON,Toronto,43 Rusholme Park Crescent N,Little Portugal,1888888.0,6+2,3,,11
755,ON,Toronto,226 Lawrence Avenue W,Lawrence Park North,2688000.0,4,4,,8
756,ON,Toronto,3121 St. Clair Avenue E,Clairlea-Birchmount,1399900.0,2,1,,3
757,ON,Toronto,141 Bannockburn Avenue,Bedford Park-Nortown,2828000.0,4+1,5,2000-2500,10
758,ON,Toronto,1 Rialto Drive,Parkwoods-Donalda,1699000.0,5,3,,8
759,ON,Toronto,48 Bruce Farm Drive,Bayview Woods-Steeles,3288000.0,3+2,3,,8
760,ON,Toronto,117 Northdale Road,St. Andrew-Windfields,4450000.0,6,6,,12
761,ON,Toronto,117 Northdale Road,St. Andrew-Windfields,5500000.0,6,6,,12
762,ON,Toronto,11 Hanson Road,Oakwood-Vaughan,1789000.0,8+2,5,,15
763,ON,Toronto,1010 Caledonia Road,Yorkdale-Glen Park,1688000.0,Investment2400 sqft,Nan,0-0,0
764,ON,Toronto,625 Crawford Street,Palmerston-Little Italy,1699990.0,3,1,,4
765,ON,Toronto,44 Overton Crescent,Banbury-Don Mills,1648000.0,3+1,2,700-1100,6
766,ON,Toronto,270 Yonge Boulevard,Bedford Park-Nortown,2450000.0,4+1,4,,9
767,ON,Toronto,101 Old Colony Road,St. Andrew-Windfields,19800000.0,5+1,10,,16
768,ON,Toronto,75 Northwood Drive E,Willowdale East,4380000.0,5+1,7,5000+,13
769,ON,Toronto,752 Midland Avenue,Kennedy Park,2999000.0,3+1,1,,5
770,ON,Toronto,102 Upper Canada Drive,St. Andrew-Windfields,2600000.0,5+2,3,,10
771,ON,Toronto,1363 King Street W,South Parkdale,2199000.0,Investment2520 sqft,Nan,0-0,0
772,ON,Toronto,125 North Carson Street,Alderwood,2000000.0,3+3,2,,8
773,ON,Toronto,25 Berkindale Drive,St. Andrew-Windfields,3980000.0,3,4,,7
774,ON,Toronto,246 Inglewood Drive,Rosedale-Moore Park,7500000.0,4+1,6,3500-5000,11
775,ON,Toronto,632 Trethewey Drive,Brookhaven-Amesbury,1250000.0,1,2,,3
776,ON,Toronto,25 Woodbank Road,Islington-City Centre West,3333000.0,5+1,5,3500-5000,11
777,ON,Toronto,2 Leona Drive,Willowdale East,2036000.0,2,2,1000-1500,4
778,ON,Toronto,5 Breen Crescent,St. Andrew-Windfields,4280000.0,4+1,6,3500-5000,11
779,ON,Toronto,44 Frontenac Avenue,Bedford Park-Nortown,2799000.0,7+2,7,3500-5000,16
780,ON,Toronto,16 Forest Hill Road,Casa Loma,14380000.0,5+1,10,,16
781,ON,Toronto,69 Alamosa Drive,Bayview Village,3489000.0,3+1,5,,9
782,ON,Toronto,28 Hurndale Avenue N,Playter Estates-Danforth,4195000.0,5+1,4,3000-3500,10
783,ON,Toronto,103 Slan Avenue,Morningside,1820000.0,7+3,4,,14
784,ON,Toronto,64 Berkindale Drive,St. Andrew-Windfields,7500000.0,5+1,8,,14
785,ON,Toronto,2 Blakeley Road,Willowdale West,2499900.0,3+2,3,0-0,8
786,ON,Toronto,242 Parkview Avenue,Willowdale East,3999000.0,4+2,7,3500-5000,13
787,ON,Toronto,89 Kingsway Crescent,Kingsway South,7995000.0,5,8,5000+,13
788,ON,Toronto,26 Harrison Road,St. Andrew-Windfields,3890000.0,4,3,,7
789,ON,Toronto,382 Old Yonge Street,St. Andrew-Windfields,17500000.0,6+1,13,,20
790,ON,Toronto,2426 Bayview Avenue,Bridle Path-Sunnybrook-York Mills,4058750.0,Land5000 sqft,Nan,0-0,0
791,ON,Toronto,2424 Bayview Avenue,Bridle Path-Sunnybrook-York Mills,4441250.0,Residential2000 sqft,Nan,0-0,0
792,ON,Toronto,3 Sulgrave Crescent,St. Andrew-Windfields,5900000.0,5+1,9,5000+,15
793,ON,Toronto,36 High Point Road,Bridle Path-Sunnybrook-York Mills,16000000.0,5+1,7,5000+,13
794,ON,Toronto,905 Queen Street W,Trinity-Bellwoods,5500000.0,Office2500 sqft,Nan,0-0,0
795,ON,Toronto,19 York Ridge Road,St. Andrew-Windfields,6995000.0,5+1,5,3500-5000,11
796,ON,Toronto,20 Oxbow Road,Banbury-Don Mills,4300000.0,4+2,3,,9
797,ON,Toronto,9 Chestnut Hills Crescent,Edenbridge-Humber Valley,3399000.0,4+1,5,0-0,10
798,ON,Toronto,7 Tudor Gate,Bridle Path-Sunnybrook-York Mills,9800000.0,5+1,10,5000+,16
799,ON,Toronto,54 Croft Street,University,3250000.0,3+1,3,,7
800,ON,Toronto,164 Clanton Park Road,Clanton Park,1999000.0,5+2,3,,10
801,ON,Toronto,15 Valleyanna Drive,Bridle Path-Sunnybrook-York Mills,9350000.0,6+1,11,,18
802,ON,Toronto,7 Bracebridge Avenue,Woodbine-Lumsden,2200000.0,2+1,2,,5
803,ON,Toronto,49 Plymbridge Road Road,Bridle Path-Sunnybrook-York Mills,12380000.0,5+1,9,5000+,15
804,ON,Toronto,27 Alderbrook Drive,Banbury-Don Mills,9700000.0,5+1,8,,14
805,ON,Toronto,188 Hollywood Avenue,Willowdale East,3500000.0,5+2,7,3500-5000,14
806,ON,Toronto,11 Muirkirk Road,Willowdale West,3500000.0,2+2,7,1000-1500,11
807,ON,Toronto,131 Whistling Hills Drive,Milliken,1428000.0,3+2,4,,9
808,ON,Toronto,7 Legacy Court,St. Andrew-Windfields,6888000.0,4+1,7,5000+,12
809,ON,Toronto,114 Wedgewood Drive,Newtonbrook East,3998000.0,4+1,6,,11
810,ON,Toronto,111 Clanton Park Road,Clanton Park,4250000.0,8,4,3500-5000,12
811,ON,Toronto,16 Stratheden Road,Bridle Path-Sunnybrook-York Mills,26900000.0,6,10,,16
812,ON,Toronto,115 Walnut Avenue,Niagara,4985000.0,Office4605 sqft,Nan,0-0,0
813,ON,Toronto,2366 Gerrard Street E,East End-Danforth,1675000.0,3,3,2500-3000,6
814,ON,Toronto,5 Stonedene Boulevard,Westminster-Branson,1799000.0,4+4,5,3000-3500,13
815,ON,Toronto,103 Lytton Boulevard,Lawrence Park South,10900000.0,5+2,7,,14
816,ON,Toronto,180 Queens Drive,Weston,2850000.0,7,7,5000+,14
817,ON,Toronto,196 Holmes Avenue,Willowdale East,3890000.0,4+2,6,3500-5000,12
818,ON,Toronto,20 High Point Road,Bridle Path-Sunnybrook-York Mills,20000000.0,5+1,10,5000+,16
819,ON,Toronto,38 Holmes Avenue,Willowdale East,3980000.0,5+3,6,3500-5000,14
820,ON,Toronto,12 Baytree Crescent,St. Andrew-Windfields,10888000.0,6+1,12,5000+,19
821,ON,Toronto,18 Kestell Lane,Parkwoods-Donalda,4688000.0,4+1,6,,11
822,ON,Toronto,15 Royal Oak Drive,Bridle Path-Sunnybrook-York Mills,7590000.0,5+1,7,,13
823,ON,Toronto,2771 & 2773 Victoria Park Avenue,L'Amoreaux,7345000.0,8,5,,13
824,ON,Toronto,216 Dunview Avenue,Willowdale East,3999000.0,5+1,8,5000+,14
825,ON,Toronto,24 Park Lane Circle,Bridle Path-Sunnybrook-York Mills,45000000.0,9+1,16,0-0,26
826,ON,Toronto,1 Fenwood Heights,Cliffcrest,5000000.0,–,–,,0
