,Province,City,Street,Neighbourhood,Price,Bed,Bath,Size,room
287,ON,Toronto,54 Camwood Crescent,Parkwoods-Donalda,1299000.0,3,2,,5
288,ON,Toronto,56 Apollo Drive,Banbury-Don Mills,2599000.0,4,4,2500-3000,8
289,ON,Toronto,11 Grasspoint Crescent,Markland Wood,1875000.0,4,4,,8
290,ON,Toronto,669 Jane Street,Rockcliffe-Smythe,898800.0,3+1,3,,7
291,ON,Toronto,120 Queensbury Avenue,Birchcliffe-Cliffside,1450000.0,3+2,3,,8
292,ON,Toronto,46 Centre Avenue,Newtonbrook East,2398000.0,4+2,4,,10
293,ON,Toronto,145 Durant Avenue,East York,2649900.0,4,5,0-0,9
294,ON,Toronto,218 Byng Avenue,Willowdale East,3588000.0,5+3,7,3500-5000,15
295,ON,Toronto,5 Cudworth Place,Edenbridge-Humber Valley,3199000.0,5+1,5,3500-5000,11
296,ON,Toronto,18 Roblin Avenue,East York,999000.0,2,2,,4
297,ON,Toronto,11 Phillip Avenue,Birchcliffe-Cliffside,899900.0,2+2,3,,7
298,ON,Toronto,43 Bowood Avenue,Lawrence Park North,1999900.0,3+1,2,1000-1500,6
299,ON,Toronto,141 Park Home Avenue,Willowdale West,2888000.0,4+1,5,3500-5000,10
300,ON,Toronto,15 Woodcroft Crescent,Caledonia-Fairbank,735000.0,2,1,,3
301,ON,Toronto,34 Frimette Crescent,Rockcliffe-Smythe,1488000.0,3+1,4,,8
302,ON,Toronto,17 Woodcroft Crescent,Caledonia-Fairbank,735000.0,2,1,,3
303,ON,Toronto,15 Woodcroft Crescent,Caledonia-Fairbank,1470000.0,2,1,,3
304,ON,Toronto,93 Sandown Avenue,Birchcliffe-Cliffside,899000.0,3,2,1000-1500,5
305,ON,Toronto,157 Brookside Avenue,Runnymede-Bloor West Village,1499900.0,4,5,,9
306,ON,Toronto,17 Dynevor Road,Caledonia-Fairbank,1388000.0,4+1,3,,8
307,ON,Toronto,8 Burnhamhall Court,Islington-City Centre West,1599000.0,4,2,,6
308,ON,Toronto,29 Bendale Boulevard,Bendale,1800000.0,4,3,0-0,7
309,ON,Toronto,26 Alicewood Court,West Humber-Clairville,1250000.0,3,1,1000-1500,4
310,ON,Toronto,25 Amarillo Drive,Eglinton East,1088298.0,3+1,2,1000-1500,6
311,ON,Toronto,110 Acton Avenue,Bathurst Manor,1499000.0,3+3,3,,9
312,ON,Toronto,3 Nomad Crescent,Banbury-Don Mills,4398800.0,5+1,4,3500-5000,10
313,ON,Toronto,53 Rowntree Mill Road,Humber Summit,2999900.0,4,4,,8
314,ON,Toronto,35 Mansewood Gardens,West Hill,999999.0,3+1,4,,8
315,ON,Toronto,112 Munro Boulevard,St. Andrew-Windfields,4688000.0,5+2,7,,14
316,ON,Toronto,12 Davick Drive,Alderwood,1250000.0,3+1,3,,7
317,ON,Toronto,257 St Helens Avenue,Dufferin Grove,2888800.0,Apts-6 To 12 Units3600 sqft,Nan,0-0,0
318,ON,Toronto,527 Victoria Park Avenue,Oakridge,1887700.0,Land3500 sqft,Nan,0-0,0
319,ON,Toronto,2 Dornfell Street,Newtonbrook West,1488000.0,3+1,4,,8
320,ON,Toronto,80 Hubbard Boulevard,The Beaches,3699999.0,4+1,4,2500-3000,9
321,ON,Toronto,12 Stornoway Court,West Hill,2499000.0,4+2,5,3500-5000,11
322,ON,Toronto,9 Tadcaster Place,Banbury-Don Mills,1898000.0,3+1,2,,6
323,ON,Toronto,213 Park Lawn Road,Stonegate-Queensway,999000.0,3+2,4,1500-2000,9
324,ON,Toronto,21 Inwood Avenue,Danforth Village-East York,1199000.0,3+1,2,1000-1500,6
325,ON,Toronto,83 Stubbswood Square,Agincourt North,1499000.0,3+2,4,,9
326,ON,Toronto,6 Mosswood Lane,West Humber-Clairville,1099000.0,4,3,,7
327,ON,Toronto,60 Mammoth Hall Trail,Malvern,1299000.0,3+3,4,,10
328,ON,Toronto,1 Stanmills Road,Islington-City Centre West,1299000.0,3+2,4,,9
329,ON,Toronto,10 Hardwick Court,Eringate-Centennial-West Deane,1199000.0,3+2,2,1000-1500,7
330,ON,Toronto,2 Ovida Avenue,Islington-City Centre West,999000.0,3+1,1,,5
331,ON,Toronto,54 Bonnydon Crescent,Rouge E11,1488800.0,4+1,4,,9
332,ON,Toronto,409 Mcroberts Avenue,Caledonia-Fairbank,999000.0,2,2,,4
333,ON,Toronto,7 Ways Lane,Trinity-Bellwoods,1199000.0,2,1,,3
334,ON,Toronto,25 Gledhill Avenue,Woodbine-Lumsden,1800000.0,3,3,,6
335,ON,Toronto,25 Knowles Drive,Rouge E11,999000.0,3+1,4,,8
336,ON,Toronto,138 Nipigon Avenue,Newtonbrook East,1688000.0,3+2,2,,7
337,ON,Toronto,138 Nipigon Avenue,Newtonbrook East,1688000.0,3+2,2,,7
338,ON,Toronto,79 Forest Grove Drive,Bayview Village,6200000.0,4+1,3,,8
339,ON,Toronto,46 Great Oak Drive,Princess-Rosethorn,1900000.0,3+1,2,1500-2000,6
340,ON,Toronto,115 Cowan Avenue,South Parkdale,1599000.0,4+1,4,,9
341,ON,Toronto,1 Kane Avenue,Keelesdale-Eglinton West,898998.0,3,2,,5
342,ON,Toronto,50 Haverson Boulevard,Keelesdale-Eglinton West,1149900.0,2+1,2,,5
343,ON,Toronto,59 Brantley Crescent,York University Heights,1099900.0,3+1,3,,7
344,ON,Toronto,55 Tilson Road,Mount Pleasant East,3299000.0,4+1,5,2000-2500,10
345,ON,Toronto,20 Cannon Road,Stonegate-Queensway,1289000.0,3,2,1000-1500,5
346,ON,Toronto,92 Silverstone Drive,Mount Olive-Silverstone-Jamestown,1399000.0,3+2,2,,7
347,ON,Toronto,23 Drury Lane,Humber Heights,1399000.0,4+1,2,,7
348,ON,Toronto,14 Greenbrook Drive,Beechborough-Greenbrook,1449000.0,3,2,,5
349,ON,Toronto,48 Walsh Avenue,Humberlea-Pelmo Park W5,1299000.0,5+5,4,,14
350,ON,Toronto,220 Clonmore Drive,Birchcliffe-Cliffside,899000.0,3+1,2,1500-2000,6
351,ON,Toronto,111 Combe Avenue,Bathurst Manor,1499900.0,3+2,3,,8
352,ON,Toronto,2 Parkland Road,Birchcliffe-Cliffside,2849999.0,4+1,5,,10
353,ON,Toronto,141 Wilmington Avenue,Bathurst Manor,1499900.0,2+1,3,,6
354,ON,Toronto,19 Nortonville Drive,Tam O'Shanter-Sullivan,1199999.0,4,4,,8
355,ON,Toronto,76 Beechwood Avenue,Rockcliffe-Smythe,1099000.0,3,2,,5
356,ON,Toronto,102 Boultbee Avenue,Blake-Jones,999880.0,2+1,2,,5
357,ON,Toronto,5 True Davidson Drive,Leaside,4500000.0,4+1,6,3500-5000,11
358,ON,Toronto,28 Otter Crescent,Bedford Park-Nortown,2695000.0,3,3,,6
359,ON,Toronto,46 Myrtle Avenue,South Riverdale,1299000.0,3+1,3,,7
360,ON,Toronto,26 Manor Haven Road,Englemount-Lawrence,1549000.0,3,3,,6
361,ON,Toronto,370 Glencairn Avenue,Lawrence Park South,7799000.0,4+2,7,5000+,13
362,ON,Toronto,334 Woburn Avenue,Lawrence Park North,2695000.0,4+1,5,2500-3000,10
363,ON,Toronto,12 Monarchwood Crescent,Parkwoods-Donalda,1599000.0,4+1,4,1500-2000,9
364,ON,Toronto,113 Burndale Avenue,Lansing-Westgate,1995000.0,4,3,2000-2500,7
365,ON,Toronto,2 Rondeau Drive,Hillcrest Village,1699900.0,4+4,5,,13
366,ON,Toronto,6 Tranquil Drive,Etobicoke West Mall,1280000.0,3,2,,5
367,ON,Toronto,74 Citation Drive,Bayview Village,1999000.0,3+1,3,,7
368,ON,Toronto,72 Baycrest Avenue,Englemount-Lawrence,1450000.0,4+1,3,,8
369,ON,Toronto,166 Aldwych Avenue,Danforth Village-East York,1789000.0,5,3,,8
370,ON,Toronto,20 Bellbrook Road,L'Amoreaux,1810000.0,4+1,4,3000-3500,9
371,ON,Toronto,273 Finch Avenue E,Willowdale East,2100000.0,3+1,2,,6
372,ON,Toronto,10 Rosalind Crescent,Clairlea-Birchmount,1400000.0,3+1,3,,7
373,ON,Toronto,10 Kipling Grove Court,Princess-Rosethorn,2549000.0,3+1,5,3000-3500,9
374,ON,Toronto,35 Delwood Drive,Clairlea-Birchmount,1899000.0,4+1,4,,9
375,ON,Toronto,15 Gemini Road,Bayview Woods-Steeles,1999000.0,4+1,4,,9
376,ON,Toronto,1 Dempster Street,Tam O'Shanter-Sullivan,1400000.0,4+1,2,1500-2000,7
377,ON,Toronto,162 Hollywood Avenue,Willowdale East,3000000.0,4+1,5,,10
378,ON,Toronto,47 Aspenwood Drive,Hillcrest Village,2990000.0,5,4,5000+,9
379,ON,Toronto,75 Badgerow Avenue,South Riverdale,1449000.0,4+1,2,,7
380,ON,Toronto,232 Bellamy Road N,Eglinton East,3100000.0,2+1,1,,4
381,ON,Toronto,167 Hillmount Avenue,Englemount-Lawrence,1790000.0,3+1,2,,6
382,ON,Toronto,167 Hillmount Avenue,Englemount-Lawrence,1790000.0,3+1,2,,6
383,ON,Toronto,40 Barrydale Crescent,Banbury-Don Mills,2788000.0,4+1,4,,9
384,ON,Toronto,129 Edgewood Avenue,Woodbine Corridor,2499999.0,3,4,2500-3000,7
385,ON,Toronto,107 Cummer Avenue,Newtonbrook East,1845000.0,3+3,3,,9
386,ON,Toronto,37 Markland Drive,Markland Wood,1249000.0,3+1,3,1000-1500,7
387,ON,Toronto,501 Cosburn Avenue,Danforth Village-East York,998000.0,2+2,2,,6
388,ON,Toronto,21 Blaketon Road,Islington-City Centre West,3398800.0,4+1,5,5000+,10
389,ON,Toronto,141 Eaton Avenue,Danforth Village-East York,1175000.0,3,2,,5
390,ON,Toronto,422 Hounslow Avenue,Willowdale West,1829000.0,3,2,,5
391,ON,Toronto,125 Spring Garden Avenue,Willowdale East,1990000.0,4+1,5,,10
392,ON,Toronto,19 Forest Glen Crescent,Bridle Path-Sunnybrook-York Mills,5890000.0,2+1,3,3000-3500,6
393,ON,Toronto,246 Edenbridge Drive,Edenbridge-Humber Valley,3399999.0,4,5,3000-3500,9
394,ON,Toronto,52 Farmcrest Drive,Tam O'Shanter-Sullivan,1199900.0,3+2,2,0-0,7
395,ON,Toronto,15 Delroy Drive,Stonegate-Queensway,1498000.0,3+2,2,,7
396,ON,Toronto,5 Glasgow Avenue,Clairlea-Birchmount,1199000.0,5+2,2,1500-2000,9
397,ON,Toronto,266 Fisherville Road,Westminster-Branson,1498000.0,4+1,3,,8
398,ON,Toronto,30 Ferris Road,O'Connor-Parkview,1288000.0,3+2,2,,7
399,ON,Toronto,184 Yorkview Drive,Willowdale West,1800000.0,3,2,,5
400,ON,Toronto,57 Danville Drive,St. Andrew-Windfields,2399000.0,4+1,4,1500-2000,9
401,ON,Toronto,1113 St. Clarens Avenue,Corso Italia-Davenport,1849000.0,8,4,,12
402,ON,Toronto,34 Delhi Avenue,Bedford Park-Nortown,2049000.0,3,3,,6
403,ON,Toronto,20 Crown Park Road,The Beaches,3289000.0,7,3,2500-3000,10
404,ON,Toronto,36 Waringstown Drive,Wexford-Maryvale,1099000.0,3+1,2,,6
405,ON,Toronto,157 Old Forest Hill Road,Forest Hill North,2995000.0,3+1,–,,4
406,ON,Toronto,147 Kitchener Avenue,Caledonia-Fairbank,999000.0,2+1,4,0-0,7
407,ON,Toronto,1 Holborne Avenue,East York,2399000.0,4,5,,9
408,ON,Toronto,104 Kitchener Road,West Hill,1188888.0,3+1,4,,8
409,ON,Toronto,80 Avondale Avenue,Willowdale East,2349800.0,3+1,2,,6
410,ON,Toronto,203 Goulding Avenue,Newtonbrook West,1599000.0,3+2,2,,7
411,ON,Toronto,24 Mollard Road,Agincourt North,1188000.0,4+4,2,,10
412,ON,Toronto,89 Highhill Drive,Tam O'Shanter-Sullivan,999900.0,3+1,4,,8
413,ON,Toronto,81 Sabrina Drive,Willowridge-Martingrove-Richview,1199900.0,4+1,2,,7
414,ON,Toronto,20 Daisy Avenue,Long Branch,1999999.0,4,5,2000-2500,9
415,ON,Toronto,22 Maple Bush Avenue,Humberlea-Pelmo Park W4,998000.0,3,1,,4
416,ON,Toronto,723 Dupont Street,Dovercourt-Wallace Emerson-Junction,1549000.0,4,3,2000-2500,7
417,ON,Toronto,280 Derrydown Road,York University Heights,1000000.0,4+2,2,,8
418,ON,Toronto,48 Hollywood Crescent,Woodbine Corridor,1699000.0,3,3,,6
419,ON,Toronto,90 Ellington Drive,Wexford-Maryvale,999900.0,3,2,,5
420,ON,Toronto,177 Delhi Avenue,Lansing-Westgate,2595000.0,5+1,4,3000-3500,10
421,ON,Toronto,32 Glen Belle Crescent,Yorkdale-Glen Park,1495000.0,3+2,2,,7
422,ON,Toronto,93 Merkley Square,Morningside,1099000.0,4+1,3,,8
423,ON,Toronto,838 Sammon Avenue,Danforth Village-East York,1499000.0,3+1,4,,8
424,ON,Toronto,49 Marion Street,Roncesvalles,1450000.0,6+2,3,,11
425,ON,Toronto,56 Courton Drive,Wexford-Maryvale,1298800.0,5+1,3,,9
426,ON,Toronto,171 South Kingsway Avenue,High Park-Swansea,2649900.0,4,4,,8
427,ON,Toronto,4 Armstrong Avenue,Dovercourt-Wallace Emerson-Junction,1990000.0,3+2,3,,8
428,ON,Toronto,40 Tanbark Crescent,Banbury-Don Mills,2688000.0,4+1,5,3000-3500,10
429,ON,Toronto,32 Mossgrove Trail,St. Andrew-Windfields,2799900.0,5+2,4,,11
430,ON,Toronto,3 Lawndale Road,Scarborough Village,2390000.0,4+1,4,3000-3500,9
431,ON,Toronto,79 Brookhaven Drive,Brookhaven-Amesbury,1590000.0,3+1,3,2000-2500,7
432,ON,Toronto,29 Moore Park Avenue,Newtonbrook West,1885000.0,5+2,4,1000-1500,11
433,ON,Toronto,70 Moberly Avenue,Woodbine Corridor,799000.0,3,1,,4
434,ON,Toronto,18 Clyde Road,Centennial Scarborough,1699000.0,4+3,5,3500-5000,12
435,ON,Toronto,189 Bellamy Road N,Woburn,990000.0,3+2,2,,7
436,ON,Toronto,184 Goulding Avenue,Newtonbrook West,1588000.0,4+2,3,,9
437,ON,Toronto,91 Cadorna Avenue,Danforth Village-East York,2499999.0,5+1,6,,12
438,ON,Toronto,73 Bonnyview Drive,Stonegate-Queensway,3488000.0,4+2,5,3000-3500,11
439,ON,Toronto,139 Homewood Avenue,Newtonbrook West,2298800.0,3,2,,5
440,ON,Toronto,3 Jodphur Avenue,Humberlea-Pelmo Park W5,1299900.0,3+3,3,,9
441,ON,Toronto,1 Tanvalley Court,Banbury-Don Mills,5999000.0,4,6,5000+,10
442,ON,Toronto,806 Indian Road,Junction Area,1790000.0,5,4,0-0,9
443,ON,Toronto,2980 Weston Road,Humberlea-Pelmo Park W5,1299000.0,3+2,4,2500-3000,9
444,ON,Toronto,23 Davistow Crescent,Mount Olive-Silverstone-Jamestown,1598900.0,4+1,3,1500-2000,8
445,ON,Toronto,18 Wimpole Drive,St. Andrew-Windfields,5750000.0,4+2,7,,13
446,ON,Toronto,18 Charleston Road,Islington-City Centre West,2995000.0,4+1,5,,10
447,ON,Toronto,181 Jeffcoat Drive,West Humber-Clairville,1230000.0,3+2,3,0-0,8
448,ON,Toronto,81 Burncrest Drive,Bedford Park-Nortown,1699000.0,3,2,,5
449,ON,Toronto,172 Maplehurst Avenue,Willowdale East,5288000.0,4+2,7,,13
450,ON,Toronto,1259 Dufferin Street,Dovercourt-Wallace Emerson-Junction,1399000.0,9+3,4,,16
451,ON,Toronto,126 Church Avenue,Willowdale East,4529000.0,4+2,6,5000+,12
452,ON,Toronto,20 York Valley Crescent,Bridle Path-Sunnybrook-York Mills,6999988.0,4,4,0-0,8
453,ON,Toronto,128 Harewood Avenue,Cliffcrest,998800.0,3,2,,5
454,ON,Toronto,3 Warlock Crescent,Bayview Woods-Steeles,1860000.0,3+2,3,2500-3000,8
455,ON,Toronto,11 Elder Street W,Bathurst Manor,1699000.0,3+1,2,1000-1500,6
456,ON,Toronto,19 High Point Road,Bridle Path-Sunnybrook-York Mills,25000000.0,6+2,14,,22
457,ON,Toronto,2509 Dufferin Street,Briar Hill-Belgravia,999999.0,2+2,2,1000-1500,6
458,ON,Toronto,350 Lake Promenade,Long Branch,2499999.0,3+2,2,1000-1500,7
459,ON,Toronto,523 Vesta Drive,Forest Hill South,6088800.0,4+1,7,,12
460,ON,Toronto,54 Cassis Drive,West Humber-Clairville,1099000.0,3+1,3,,7
461,ON,Toronto,38 Cresthaven Drive,Hillcrest Village,1950000.0,4+2,4,,10
462,ON,Toronto,2 Park Lane,Stonegate-Queensway,1100000.0,2+2,2,,6
463,ON,Toronto,24 Newdawn Crescent,Agincourt North,1399000.0,3+2,4,1500-2000,9
464,ON,Toronto,62 Pleasant View Drive,Pleasant View,1488000.0,3+2,3,,8
465,ON,Toronto,24 Puckeridge Crescent,Eringate-Centennial-West Deane,2999999.0,5+2,4,,11
466,ON,Toronto,36 Bannatyne Drive,St. Andrew-Windfields,1.0,4,3,,7
467,ON,Toronto,22 Thames Avenue,Alderwood,1450000.0,3,2,1000-1500,5
468,ON,Toronto,37 Freemon Redmon Circle,Wexford-Maryvale,1575000.0,4,5,0-0,9
469,ON,Toronto,23 Brookdale Avenue,Lawrence Park North,1949000.0,3+2,3,1500-2000,8
470,ON,Toronto,116 Elmcrest Road,Eringate-Centennial-West Deane,1898900.0,3+2,2,,7
471,ON,Toronto,426 Brunswick Avenue,Annex,4199000.0,9+3,6,3500-5000,18
472,ON,Toronto,6 Birrell Avenue,Rouge E11,1585000.0,4+2,4,,10
473,ON,Toronto,1267 Royal York Road,Edenbridge-Humber Valley,2890000.0,2+1,2,1500-2000,5
474,ON,Toronto,166 Cummer Avenue,Newtonbrook East,3250000.0,4,4,,8
475,ON,Toronto,64 Deep Dene Drive,Highland Creek,1299999.0,3,2,,5
476,ON,Toronto,42 Grangemill Crescent,Banbury-Don Mills,3988000.0,5+1,6,,12
477,ON,Toronto,96 Bannockburn Avenue,Bedford Park-Nortown,4390000.0,4+1,6,,11
478,ON,Toronto,56 Houston Crescent,Don Valley Village,1368000.0,3,2,,5
479,ON,Toronto,950 Glencairn Avenue,Yorkdale-Glen Park,1550000.0,3,3,1500-2000,6
480,ON,Toronto,171 Roxborough Drive,Rosedale-Moore Park,8995000.0,5+2,7,5000+,14
481,ON,Toronto,4 Fleetwell Court,Willowdale West,1880000.0,3+4,3,,10
482,ON,Toronto,130 Rowntree Mill Road,Humber Summit,2299900.0,–,–,,0
483,ON,Toronto,31 Sparrow Avenue,Yorkdale-Glen Park,1599000.0,3+1,2,,6
484,ON,Toronto,21 Kenworthy Avenue,Oakridge,1079000.0,2,3,,5
485,ON,Toronto,63 Cleveland Street,Mount Pleasant East,1399000.0,2,2,,4
486,ON,Toronto,17 Farrell Avenue,Willowdale West,4495000.0,4+2,6,,12
487,ON,Toronto,119 Fieldwood Drive,Milliken,1088000.0,3+2,4,,9
488,ON,Toronto,52 Athabaska Avenue,Newtonbrook East,1480000.0,3+2,3,,8
489,ON,Toronto,4675 Dundas Street W,Kingsway South,2800000.0,4,6,2500-3000,10
490,ON,Toronto,216 Elmhurst Avenue,Lansing-Westgate,1500000.0,2+1,1,,4
491,ON,Toronto,548 Northcliffe Boulevard,Oakwood-Vaughan,998000.0,3+1,2,,6
492,ON,Toronto,22 Prince George Drive,Princess-Rosethorn,4398000.0,4+1,5,,10
493,ON,Toronto,62 Fairmeadow Avenue,St. Andrew-Windfields,3888000.0,4+2,6,,12
494,ON,Toronto,6 Rangeley Drive,Rouge E11,1300000.0,3+1,4,1500-2000,8
495,ON,Toronto,31 Poyntz Avenue,Lansing-Westgate,1799000.0,3,2,,5
496,ON,Toronto,4 Puckeridge Crescent,Eringate-Centennial-West Deane,1299000.0,3,2,,5
497,ON,Toronto,185 Steeles Avenue E,Newtonbrook East,1788000.0,4+2,5,,11
498,ON,Toronto,983 Dovercourt Road,Dovercourt-Wallace Emerson-Junction,1599000.0,–,3,,3
499,ON,Toronto,37 Clifton Avenue,Bathurst Manor,1799000.0,3+4,4,,11
500,ON,Toronto,305 Warden Avenue,Birchcliffe-Cliffside,1075000.0,2+1,2,,5
501,ON,Toronto,625 Beresford Avenue,Runnymede-Bloor West Village,1798000.0,3,2,1500-2000,5
502,ON,Toronto,625 Beresford Avenue,Runnymede-Bloor West Village,1798000.0,3,2,1500-2000,5
503,ON,Toronto,85 Calverley Trail,Highland Creek,1788800.0,4,3,,7
504,ON,Toronto,5 Deanvar Avenue,Wexford-Maryvale,1399000.0,4+2,5,3000-3500,11
505,ON,Toronto,7 Radford Avenue,High Park-Swansea,1099900.0,3,2,,5
506,ON,Toronto,10 Stanley Greene Boulevard,Downsview-Roding-CFB,1999888.0,4+2,6,0-0,12
507,ON,Toronto,16 Cronin Drive,Islington-City Centre West,1749800.0,3+1,2,,6
508,ON,Toronto,80 Gracefield Avenue,Maple Leaf,1798000.0,4+1,4,,9
509,ON,Toronto,38 York Road,Bridle Path-Sunnybrook-York Mills,7995000.0,5+1,7,,13
510,ON,Toronto,35 Chaplin Crescent,Yonge-Eglinton,2800000.0,4,2,2500-3000,6
511,ON,Toronto,53 Harrison Road,St. Andrew-Windfields,5695000.0,5+1,6,3500-5000,12
512,ON,Toronto,31 Blue Springs Road,Maple Leaf,2799900.0,4+1,6,3500-5000,11
513,ON,Toronto,2 Dignam Court,Bendale,1259000.0,3+3,2,,8
514,ON,Toronto,16 Knollview Crescent,Bayview Village,2580000.0,–,1,0-0,1
515,ON,Toronto,6 Harrison Road,St. Andrew-Windfields,3688000.0,4,3,,7
516,ON,Toronto,125 Highland Crescent,Bridle Path-Sunnybrook-York Mills,4790000.0,4+2,4,,10
517,ON,Toronto,19 Woodcliff Place,Banbury-Don Mills,1599000.0,3+1,3,,7
518,ON,Toronto,193 Holmes Avenue,Willowdale East,2488000.0,5+1,5,3000-3500,11
519,ON,Toronto,55 Colin Avenue,Yonge-Eglinton,4875000.0,4+1,6,3500-5000,11
520,ON,Toronto,38 Bathford Crescent,Bayview Village,1728000.0,3+2,2,,7
521,ON,Toronto,77 Milford Haven Drive,Morningside,988800.0,4,2,,6
522,ON,Toronto,484 Drewry Avenue,Newtonbrook West,1549000.0,3+4,3,,10
523,ON,Toronto,54 Savona Drive,Alderwood,1295000.0,3+1,2,1000-1500,6
524,ON,Toronto,147 Pemberton Avenue,Newtonbrook East,1499000.0,2+2,2,,6
525,ON,Toronto,218 Drewry Avenue,Newtonbrook West,1690000.0,4+1,3,,8
526,ON,Toronto,89 Ellsworth Avenue,Wychwood,2799000.0,4,4,3500-5000,8
527,ON,Toronto,44 Stanley Greene Boulevard,Downsview-Roding-CFB,2100000.0,4,4,,8
528,ON,Toronto,18 Roycrest Avenue,Lansing-Westgate,4150000.0,4+1,7,,12
529,ON,Toronto,116 Via Cassia Drive,Brookhaven-Amesbury,1230000.0,3+1,4,,8
530,ON,Toronto,328 Warren Road,Forest Hill South,2585000.0,3+1,3,,7
531,ON,Toronto,184 Parkview Hill Crescent,O'Connor-Parkview,2990000.0,5+4,4,2500-3000,13
532,ON,Toronto,312 Hendon Avenue,Newtonbrook West,2150000.0,3+3,3,,9
533,ON,Toronto,45 Northwood Drive,Newtonbrook East,1888000.0,3+1,2,,6
534,ON,Toronto,17 Avonlea Boulevard,East End-Danforth,1275000.0,2+1,2,0-0,5
535,ON,Toronto,94 Binscarth Road,Rosedale-Moore Park,6795000.0,5+1,5,3500-5000,11
536,ON,Toronto,393 Parkview Avenue,Willowdale East,2699000.0,4+2,4,,10
537,ON,Toronto,32 Heathview Avenue,Bayview Village,2980000.0,3+1,3,,7
538,ON,Toronto,46 Leroy Avenue,Danforth Village-East York,2299900.0,3,2,,5
539,ON,Toronto,53 Cobden Street,Willowdale West,1788000.0,3+1,2,,6
540,ON,Toronto,49 Montclair Avenue,Forest Hill South,3888000.0,4,5,3000-3500,9
541,ON,Toronto,18 Viamede Crescent,Bayview Village,4380000.0,4+2,7,5000+,13
542,ON,Toronto,15 Blaine Drive,Banbury-Don Mills,7900000.0,5+1,8,,14
543,ON,Toronto,3 Hartleywood Drive,Agincourt North,1288000.0,4,3,,7
544,ON,Toronto,24 Morbank Drive,Steeles,1989999.0,4+3,5,,12
545,ON,Toronto,65 De Vere Gardens,Bedford Park-Nortown,6488000.0,4,5,3500-5000,9
546,ON,Toronto,42 Lady Sarah Crescent,Agincourt North,1585588.0,4+2,4,,10
547,ON,Toronto,82 Annette Street,Junction Area,1899000.0,3+1,4,1000-1500,8
548,ON,Toronto,82 Main Street,East End-Danforth,950000.0,3,2,,5
549,ON,Toronto,142 Upper Canada Drive,St. Andrew-Windfields,4480000.0,4+1,6,,11
550,ON,Toronto,24 Dunraven Drive,Keelesdale-Eglinton West,999000.0,3+1,2,,6
551,ON,Toronto,2 Geranium Court,Newtonbrook East,2988888.0,5+1,7,,13
552,ON,Toronto,103 Burndale Avenue,Lansing-Westgate,3488000.0,4+1,6,3500-5000,11
553,ON,Toronto,41 Finch Avenue W,Willowdale West,2898000.0,3+1,3,,7
554,ON,Toronto,157 Cottonwood Drive,Banbury-Don Mills,2588000.0,5+3,3,,11
555,ON,Toronto,283 Chisholm Avenue,Woodbine-Lumsden,997500.0,2,2,0-0,4
556,ON,Toronto,123 Burbank Drive,Bayview Village,3185000.0,2+2,3,0-0,7
557,ON,Toronto,295 Pleasant Avenue,Newtonbrook West,1728000.0,3+3,2,,8
558,ON,Toronto,259 Oakwood Avenue,Oakwood-Vaughan,3695000.0,9+1,7,,17
559,ON,Toronto,75 Shilton Road,Agincourt South-Malvern West,1699900.0,4+2,3,,9
560,ON,Toronto,48 Dundonald Street,Church-Yonge Corridor,3000000.0,4+1,3,,8
561,ON,Toronto,354 Burnhamthorpe Road,Islington-City Centre West,1399999.0,3+2,2,0-0,7
562,ON,Toronto,205 Greenfield Avenue,Willowdale East,3750000.0,5,6,3500-5000,11
563,ON,Toronto,330 Douglas Avenue,Bedford Park-Nortown,3199000.0,4+1,5,0-0,10
564,ON,Toronto,223 Oakwood Avenue,Oakwood-Vaughan,1000000.0,4,2,1500-2000,6
565,ON,Toronto,255 Prescott Avenue E,Weston-Pellam Park,1100000.0,4+1,3,,8
566,ON,Toronto,156 Waterloo Avenue,Bathurst Manor,2880000.0,4+1,6,0-0,11
567,ON,Toronto,29 Dewbourne Avenue,Forest Hill South,2750000.0,4+1,4,,9
568,ON,Toronto,23 Caddy Drive,Woburn,1895000.0,5+2,6,,13
569,ON,Toronto,224 Lawrence Avenue E,Bridle Path-Sunnybrook-York Mills,2800000.0,4+1,5,,10
570,ON,Toronto,64 Ravenscroft Circle,Bayview Village,2520000.0,3+1,3,,7
571,ON,Toronto,5 Elmsthorpe Avenue,Forest Hill South,3580000.0,3+2,5,2500-3000,10
572,ON,Toronto,57 Hopperton Drive,St. Andrew-Windfields,2999800.0,5+2,5,3500-5000,12
573,ON,Toronto,5 Norden Crescent,Banbury-Don Mills,4238000.0,4+2,6,3500-5000,12
574,ON,Toronto,15 Montford Drive,Willowdale East,4399998.0,4+1,7,3500-5000,12
575,ON,Toronto,4 Lovering Road,L'Amoreaux,1299000.0,3,2,,5
576,ON,Toronto,31 Holita Road,Newtonbrook West,2699999.0,4+1,5,3500-5000,10
577,ON,Toronto,164 Church Avenue,Willowdale East,3499900.0,4+1,6,3500-5000,11
578,ON,Toronto,132 Burbank Drive,Bayview Village,5488800.0,4+2,7,5000+,13
579,ON,Toronto,216 Indian Road,High Park-Swansea,2999000.0,6+1,5,,12
580,ON,Toronto,100 Brenda Crescent,Kennedy Park,1475000.0,2+1,2,,5
581,ON,Toronto,26 Fairfield Road,Mount Pleasant East,3398000.0,4+1,4,2000-2500,9
582,ON,Toronto,222 William Street,Weston,3890000.0,3+1,2,,6
