,Province,City,Street,Neighbourhood,Price,Bed,Bath,Size,room
297,ON,Toronto,80 Lanark Avenue,Oakwood-Vaughan,1788000.0,4+1,3,,8
298,ON,Toronto,SUITE 3-662 Bathurst Street,Palmerston-Little Italy,2395000.0,3+1,3,1500-2000,7
299,ON,Toronto,93 Spadina Road,Annex,4389900.0,2,16,,18
300,ON,Toronto,1564 Queen Street E,Greenwood-Coxwell,1799000.0,3,5,,8
301,ON,Toronto,198 Dunn Avenue,South Parkdale,4999900.0,Apts-6 To 12 Units5046 sqft,Nan,0-0,0
302,ON,Toronto,1221 College Street,Dufferin Grove,1649000.0,3+2,2,,7
303,ON,Toronto,2 Via Italia,Corso Italia-Davenport,2800000.0,6,2,,8
304,ON,Toronto,457 Richmond Street E,Moss Park,39999990.0,Land1305 sqft,Nan,0-0,0
305,ON,Toronto,704 Dufferin Street,Little Portugal,1290000.0,4+1,4,,9
306,ON,Toronto,214 Hallmark Avenue,Alderwood,2149000.0,6+1,3,0-0,10
307,ON,Toronto,2176 Gerrard Street E,East End-Danforth,8500000.0,Apts-over 20 Units30000 sqft,Nan,0-0,0
308,ON,Toronto,8 Britain Street,Moss Park,4295000.0,4,4,5000+,8
309,ON,Toronto,3146 Dundas Street W,Junction Area,1559000.0,Commercial/retail1600 sqft,Nan,0-0,0
310,ON,Toronto,2011 Eglinton Avenue W,Caledonia-Fairbank,3199000.0,9+3,9,,21
